process,step,annotation,iaa,true_label,id
Alleviate Headaches During Pregnancy - Recognizing More Serious Problems,Use a blood pressure monitor to track your blood pressure throughout the day.,"[1.0, 1.0, 2.0, 1.0, 1.0]",1.0,1,1310
Keep Japanese Weather Loaches - Setting up Your Aquarium,2 m) length,"[-1, 1, 0, 1, 1]",0.4,1,1311
Use a Litter Box for a Rabbit - Setting up the Litterbox, Fill the litterbox with a 1 in (2,"[1, 2, 2, 1, 2]",1.0,1,1312
Service an Air Conditioner - Clean the Air Conditioner," Hose down the fins, coils and inside of the unit","[2, 1, 0, 1, 2]",0.6,1,1313
Update Your Browser - Updating Apple Safari on Mac OS X,Click on the Apple menu and select “System Preferences,"[1, 1, 1, 1, 0]",0.6,1,1314
Use Google Keyword Planner - Using the New Keyword Search,"""","[1, 0, 1, 0, -1]",0.4,0,1315
Collect Rainwater for Drinking - Filtering the Rainwater, Run the water through an activated carbon filter to remove particulate,"[2, -1, 2, 1, 2]",0.6,1,1316
Get Notified of Changes to a Dropbox on Android, Check the box next to each desired notification type,"[1, 2, 1, 2, 2]",1.0,1,1317
"Decorate a Fondant Cake - Using Buttercream, Royal Icing, and Other Embellishments", Decorate the fondant cake with fresh flowers,"[2, 2, -2, 2, 2]",0.6,1,1318
Buy Postage Online - Purchasing Postage Labels Online with Stamps.com, Choose a delivery address,"[0, 1, 1, 2, 2]",0.6,1,1319
Make a Vanilla Cake - Basic Vanilla Cake, Let the cake cool,"[0, 1, 1, 1, 0]",0.4,1,1320
Recognize and Treat Postpartum Psychosis - Diagnosing Postpartum Psychosis, Provide as much information as possible,"[1, 1, 0, 1, 1]",0.6,1,1321
Unhook a Bra - Unhooking Someone Else’s Bra, Push both sides in towards one another to relieve the tension on the connectors,"[2, 1, 2, 0, 0]",0.4,1,1322
Hang Floating Shelves - Installing Cleats, Cut a 2x2 piece of wood long enough to fit inside your floating shelves,"[2, 2, 1, 2, 1]",1.0,1,1323
Harvest Purslane - Growing Purslane," Water purslane in arid climates, heatwaves, and droughts","[0, 2, 1, 2, -2]",0.4,1,1324
Start a Yeast Free Diet - Trying a Four to Six Week Diet, Familiarize yourself with treats,"[-2, 1, 2, 1, 2]",0.6,1,1325
Diagnose a Fistula - Getting a Medical Diagnosis, Submit to any other recommended tests,"[0, 2, 0, 1, 1]",0.4,1,1326
Become a Registered Nurse - Obtaining the Correct Education and Credentials, Undertake post-secondary education in nursing,"[2, 2, 1, 2, 0]",0.6,1,1327
Test Liver Function - Getting the Blood Test, Put pressure on the injection site and let it heal,"[2, 1, 1, 2, 1]",1.0,1,1328
Make Soursop Juice - Mashing the Soursop, Place the soursop into a large bowl and add the milk or water,"[1, 2, 0, 2, -1]",0.4,1,1329
Teach Yourself to Get Up As Soon As Your Alarm Clock Goes Off - Waking Up, Use your environment to help you continue to wake up,"[1, 2, 1, 1, 1]",1.0,1,1330
Make a Tight Turn Quickly in a Car - Using Your Handbrake, Turn your wheel into the turn,"[-1, 2, 1, 1, 1]",0.6,1,1331
Hide Friends on Facebook - On Mobile, Tap Privacy,"[2, 2, 1, 1, 0]",0.6,1,1332
Dispose of Coffee Grounds - Making a Compost Heap, Start with a layer of course branches and twigs to promote air flow,"[1, 1, 1, 1, 1]",1.0,1,1333
Hide Friends on Facebook - On Mobile, Scroll down and tap Settings,"[2, 2, 1, 1, 1]",1.0,1,1334
Paint Bamboo Furniture - Painting the Furniture, Spray on additional coats until the furniture has an even finish,"[1, 1, 0, 1, 2]",0.6,1,1335
Change Your General Preferences on Safari - iOS," Use the ""AutoFill"" menu to set your AutoFill settings","[1, 2, 0, 1, 1]",0.6,1,1336
Ride the Disneyland Monorail - Preparing to Board, Watch the monorail doors as they close,"[1, 1, 2, 0, 1]",0.6,1,1337
Format FAT32 - Windows (Drives 32 GB and Smaller),Back up anything on the drive you want to save,"[2, 2, 1, 0, -2]",0.4,1,1338
Remove Wrinkles from Leather Jackets - Steaming the Jacket, Hang the coat and shower,"[0, 2, 1, 1, -1]",0.4,1,1339
Blow Dry Curly Hair with a Diffuser - Blowing It Dry, Continue until your hair is mostly dry,"[2, 2, 1, 1, 0]",0.6,1,1340
Cure Astigmatism - Getting Laser Eye Surgery,you can only partially focus on an object,"[1.0, 1.0, 1.0, 1.0, 1.0]",1.0,1,1341
Cut Zucchini - Dicing, Cut off the stem and blossom ends,"[0, 2, 1, 1, 1]",0.6,1,1342
Uninstall Twitch on PC or Mac - Using Mac, Click the Trash bin icon on the Dock,"[0, 0, 1, 1, 1]",0.4,1,1343
Have Jehovah's Witnesses Go Away - Interacting with a Jehovah's Witness,Allow them to speak first,"[1.0, 1.0, 1.0, 1.0, 1.0]",1.0,1,1344
Clear Your Browser's Cache - Firefox on Desktop, Click Clear Now,"[2, 1, 0, 0, 1]",0.4,1,1345
Tell If Someone Is in Your Closet," Ask ""Is anyone inside of my closet?"" Slowly open the closet door, having a good grip on the handle and using your foot to prevent the door from opening far","[1, 1, -2, 2, 1]",0.6,1,1346
Use Google Keyword Planner - Multiplying Keyword Lists to Get New Keyword Ideas,"Click on ""multiply keyword lists to get new keyword ideas","[1, 1, 2, 1, 2]",1.0,1,1347
Defrost Salmon - Thawing in Cold Water," Set the bagged salmon into a large, deep bowl","[2, 1, 1, 1, 2]",1.0,1,1348
Identify Songs Using Melody - Using Technology, Post up your query,"[1, 1, 0, 1, 1]",0.6,1,1349
Make a Vacuum Chamber - Making a Lid for a Cooking Pot Pressure Cooker, Cut the circle out with a jigsaw,"[0, 1, 0, 1, 2]",0.4,1,1350
Use Massage for Neck Pain - Giving Yourself a Massage, Massage pressure points,"[1, 1, 2, 2, 2]",1.0,1,1351
Download Kindle Books on an iPad - Adding Non-Kindle Content to Your Kindle App, Send compatible documents to your Kindle app,"[2, 2, 1, 1, 1]",1.0,1,1352
Glue Fabric to a Hat Frame, Press and smooth one small area at a time,"[1, 1, 1, 1, 2]",1.0,1,1353
Connect Jambox to Mac - Turning On Bluetooth on your Mac," Click the ""Bluetooth"" icon","[1, 2, 2, 2, 0]",0.6,1,1354
Drink Bombay Sapphire - Making a Gin and Tonic, Pour the Bombay Sapphire into the glass and stir to chill the gin,"[1, -1, 1, 1, 1]",0.6,1,1355
Toast Sunflower Seeds - Stovetop Toasting, Turn the heat down to low once the seeds start browning,"[2, 1, 1, 2, 2]",1.0,1,1356
Get Dog Urine Smell out of Carpets - Cleaning with Vinegar and Baking Soda, Dab the carpet to lift up excess vinegar,"[-1, 1, 1, 1, 1]",0.6,1,1357
Accessorize Your Kitchen - Giving Your Kitchen a Theme and Colour Scheme,Look at the Big Picture.,"[1.0, 2.0, 1.0, 2.0, -1.0]",0.6,1,1358
Use a Litter Box for a Rabbit - Setting up the Litterbox, Cover the litter with hay up to the top of the litterbox,"[-1, 1, 0, 1, 2]",0.4,1,1359
Reset Browser Settings - Firefox, Click on Troubleshooting Information,"[2, 2, 0, 0, 1]",0.4,1,1360
Delete Bookmarks - Firefox," Right-click on a bookmark and select ""Delete"" to remove it","[1, 0, 2, 2, 2]",0.6,1,1361
Use a VCR for Extended Recording of Radio Talk Shows,P) - press Menu - select Timer Program (OK) - press Input to select Channel L1 - set date - set start time - set end time - press OK twice,"[2, 0, 1, 0, 2]",0.4,1,1362
Go to Sleep Fast for Kids - Starting a Bedtime Routine, Take a warm bath,"[1, 1, 2, 0, 0]",0.4,1,1363
Clean Your Dog's Toothbrush - Disinfecting the Toothbrush,Pour ½ cup (120 ml) of water into a glass,"[1, 1, -1, 1, -1]",0.4,1,1364
Create a Fillable PDF - Editing Form Fields, Click the location where you'd like to add a text field,"[2, 0, 1, 2, 2]",0.6,1,1365
Make Non Alcoholic Blue Curacao - Making the Orange Base,stir the juice,"[2.0, 2.0, 0.0, 1.0, 1.0]",0.6,1,1366
Buy a Remote Starter for a Truck, Read over the brochures and decide which systems have all of the features you need and want,"[1, -1, 1, 1, 2]",0.6,1,1367
Lower a Varidesk - Using a Push-Button Electric Model, Press on the bottom third of the toggle switch to lower the desk,"[1, 1, 1, -1, 2]",0.6,1,1368
Give Flat Hair Volume - Drying Your Hair to Add Volume, Blow dry the underside of your hair,"[2, 0, 1, 1, 2]",0.6,1,1369
Make a Canoe - Carving Your Dugout Canoe, Cut away the center,"[2, 0, 2, 1, 0]",0.4,1,1370
Take Care of and Prevent a Rip in Gymnastics - Healing a Minor Gymnastics Rip,Know what a rip looks like,"[2, 1, 2, 1, 1]",1.0,1,1371
Brown a Roast for Cooking in a Crockpot, Remove the seared meat and place it in the crockpot you’ll use to roast it,"[1, 0, 1, 0, 2]",0.4,1,1372
Make Crunchy Cajun Potato Snacks,Prepare the potatoes,"[2, 2, 2, 2, 0]",0.6,1,1373
Act on a Movie Date at Your Boyfriend's House - Making A Good First Impression,Gather information about family members,"[2, 0, 1, 1, -2]",0.4,1,1374
Care for a Hedgehog with Wobbly Hedgehog Syndrome - Seeking Veterinary Care, Discuss a care plan with your vet,"[2, 0, 1, 1, 2]",0.6,1,1375
Blow Dry Curly Hair with a Diffuser - Blowing It Dry, Lift the diffuser until it touches your head to dry your roots,"[1, 2, 1, 0, 0]",0.4,1,1376
Use a GoPhone Plan With an iPhone - iPhone through iPhone 3GS, Make a call,"[1, 1, 0, 2, 0]",0.4,1,1377
Dry a Dog - Drying Your Dog With a Chamois, Wring out the chamois,"[1, 1, 1, 0, 1]",0.6,1,1378
Make Paper Dolls - Completing Your Paper Doll,Draw a base for your doll,"[2, 2, 1, 2, 2]",1.0,1,1379
Calculate the Volume of a Prism - Calculating the Volume of a Triangular Prism, State your answer in cubic units,"[1, 1, 1, 1, 1]",1.0,1,1380
"Add Colorful Emoticons, Icons and Smiley Faces in Outlook"," After Insertion of a particular image, select it to use in further procedure","[1, 2, 2, 1, 1]",1.0,1,1381
Drink Bombay Sapphire - Making a Gin and Tonic,Gently squeeze a lime slice over the ice in the glass,"[1, 1, 1, 1, 1]",1.0,1,1382
Clean Behind Your Ears - Cleaning With a Cotton Swab, Only use cotton swabs on the outside of the ear,"[1, 0, 2, 2, 1]",0.6,1,1383
Make an Ender Chest in Minecraft, Build a crafting table,"[1, 0, 1, 1, 0]",0.4,1,1384
Make Rock Cakes - Variations, Add 1 cup of oats for classic British rock cakes,"[1, 0, 1, 1, 1]",0.6,1,1385
Preserve Lemons - Prepping the Lemons, Scrub the lemons' skins,"[1, 2, 2, 2, 1]",1.0,1,1386
Get Married in Oregon - Planning a Wedding Ceremony, Make final payments,"[2, 0, 2, -1, 1]",0.4,1,1387
Stretch the Calf Area of Boots - Stretching Boots with Boot Bands, Clip the pullers onto each side of your zip,"[1, 0, 1, 1, 1]",0.6,1,1388
Bake a Cake - Making Apple Cake, Stir the dry ingredients in a small bowl,"[2, 1, 2, 1, 2]",1.0,1,1389
Use Google Keyword Planner - Multiplying Keyword Lists to Get New Keyword Ideas," Click on ""get search volume","[-1, 2, 1, 2, 2]",0.6,1,1390
Play With Your Hermit Crab - Handling Your Hermit Crab,Take pictures of the hermit crab,"[2.0, 1.0, 1.0, -1.0, 1.0]",0.6,1,1391
Build a Home Studio for Computer Based Music Recording - Building a Home Studio, Learn how to record a sound from an input line and how to arrange pre-recorded sounds,"[0, 2, 1, 2, 1]",0.6,1,1392
Peel a Pumpkin - Peeling with a Vegetable Peeler, Set up the pumpkin and the peeler,"[2, 2, 1, 0, 1]",0.6,1,1393
Create a Kahoot Game,Go to https://create,"[2, 0, 2, -1, 1]",0.4,1,1394
Separate Sand and Salt - Carrying Out the Experiment, Add water to the sand and salt,"[1, 1, 0, 2, 1]",0.6,1,1395
Peel a Kiwi - Peeling kiwifruit with a spoon," Apply a small amount of pressure against the skin and gently turn the kiwifruit with your other hand, scooping the flesh away from the skin","[0, 2, 1, 1, 1]",0.6,1,1396
Hide Your Profile Picture on Facebook - Using a Computer, Click the tiny globe icon below your name on the top-right,"[2, 1, 0, 1, 1]",0.6,1,1397
Diagnose a Fistula - Getting a Medical Diagnosis,Make an appointment to see your primary care physician,"[0, 1, 0, 1, 2]",0.4,1,1398
Fix a Bicep Tear - Resuming Physical Activity,Resume activities slowly and only after the pain subsides,"[0, 1, 1, 1, 1]",0.6,1,1399
Pick out Your Perfect Cell Phone, Now you should have 2-3 phones,"[2, -1, -2, 0, -1]",0.6,0,1400
Keep Japanese Weather Loaches - Setting up Your Aquarium," Decorate the tank with plants, rocks, and shelters","[1, 2, 0, 1, 0]",0.4,1,1401
Hide Toolbars - Hiding Toolbars in Google Chrome,Remove the check mark next to “Enabled” for each toolbar you want hidden,"[1.0, 2.0, 0.0, 2.0, 1.0]",0.6,1,1402
Create MP3 Files from Wikipedia Articles Using Pediaphon - Setting Up the Article to Covert,Go to the Pediaphon website,"[1, 1, 1, 1, 1]",1.0,1,1403
Calculate Bond Discount Rate - Calculating the Present Value of the Bond's Principal,Gather the information,"[2, 1, 2, 1, 2]",1.0,1,1404
Play iPad Videos on TV - Using an Adapter, Turn on your TV,"[0, 1, 1, 2, 2]",0.6,1,1405
Make a Pumpkin Cake - Vegan Pumpkin Cake, Serve and enjoy!,"[2, 1, 0, 2, 0]",0.4,1,1406
Turn On Windows Defender - Turning on Windows Defender, Click Virus & threat protection settings,"[1, 0, 2, 1, 0]",0.4,1,1407
"Add Colorful Emoticons, Icons and Smiley Faces in Outlook"," To confirm about adding of that particular image or logo, see the list given below under ""With"" option","[1, 1, 1, 2, 1]",1.0,1,1408
Cut Zucchini - Dicing, Carefully cut the zucchini into 3-4 vertical strips,"[0, 2, 1, 0, 2]",0.4,1,1409
Fix a Bicep Tear - Resuming Physical Activity, Do 2 sets of 8 to 12 biceps curls,"[0, 1, 2, 0, 1]",0.4,1,1410
Seed a Pomegranate By Hand - Removing Seeds in Water, Run your fingers through each quarter slice and pull off the red outer skin,"[2, 1, 1, 1, 0]",0.6,1,1411
File for a K1 Visa - Filing Your Petition with USCIS, Complete your petition,"[1, 1, 1, 2, 1]",1.0,1,1412
Promote Root Growth - Encouraging Growth in Cuttings, Wrap a plastic bag around the cutting in the pot to prevent it from drying out,"[2, 1, 1, 1, 2]",1.0,1,1413
Seed a Pomegranate By Hand - Removing Seeds in Water, Scoop the seeds up and place them in a bowl,"[2, 1, 1, 1, 0]",0.6,1,1414
Get a Federal Explosives License - Submitting a Complete Application, Mail the application,"[2, 1, 1, 2, 1]",1.0,1,1415
Hang Floating Shelves - Installing Cleats, Decide where to install the cleat by locating the studs,"[1, 2, 0, 2, 2]",0.6,1,1416
Apply for a Job in Canada - Applying and Interviewing,Write a cover letter for the specific job you’re applying for,"[1, 1, 1, 1, 1]",1.0,1,1417
Arrange Silk Flowers - Creating Your Floral Arrangement, Fill in gaps with greenery,"[0, 1, 0, 2, 0]",0.4,0,1418
Make Mod Podge - Making Glue-Based Mod Podge, Consider making sparkly Mod Podge,"[1, 2, 1, 0, 1]",0.6,1,1419
Play Chopsticks on a Keyboard or Piano - Playing the Song, Move your fingers to the D and B notes,"[2, 0, 2, 1, 1]",0.6,1,1420
Clean Behind Your Ears - Cleaning With a Cotton Swab,Wash ears with soap and water before using cotton swabs.,"[2.0, 2.0, 2.0, -1.0, 2.0]",0.6,1,1421
Have Jehovah's Witnesses Go Away - Interacting with a Jehovah's Witness, Close the door,"[1, 0, 1, 1, 2]",0.6,1,1422
Prune Citrus Trees - Tailoring Your Pruning, Trim back watershoots in young trees,"[-2, 2, 1, 2, 2]",0.6,1,1423
Switch Medicare from One State to Another - Moving with a Medigap Plan, Check with your current insurance company,"[1, 1, 1, 0, -1]",0.4,1,1424
Stretch the Calf Area of Boots - Stretching Boots with Boot Bands, Place the boot band zip next to the zip on your boot,"[1, 0, 2, 1, 1]",0.6,1,1425
Use an Analog Watch as a Compass - In the Northern Hemisphere, Point the hour hand in the direction of the sun,"[2, 1, 1, 1, 2]",1.0,1,1426
Store Avocado - Packaging a Cut Avocado,Place avocado is a dish.,"[1.0, 1.0, 2.0, -1.0, -2.0]",0.4,1,1427
Cut Parsnips - Cutting Disks on the Bias, Make cuts at a 45-degree angle along the length of the parsnip for disks,"[1, 1, 2, -1, 2]",0.6,1,1428
Get a Dog to Stop Drinking from the Toilet - Training Your Dog, Call it from the area,"[1, -1, 2, 1, 1]",0.6,1,1429
Remove Vocals from Songs - Removing the Center Channel, Locate the vocals in the mix,"[1, 1, 1, 1, 2]",1.0,1,1430
Open CSV Files - OpenOffice Calc,Open from the main menu and from play store download CSV Files,"[1.0, 2.0, 1.0, -1.0, 1.0]",0.6,1,1431
Plant Seeds in a Basic Seed Tray - Caring for Your Seedlings, Move the tray to a sunlit area once seedlings sprout and uncover them,"[2, 1, 0, 1, 1]",0.6,1,1432
Use a GoPhone Plan With an iPhone - iPhone through iPhone 3GS, Remove the iPhone SIM card,"[1, 1, 0, 2, 0]",0.4,1,1433
Prepare a Power of Attorney - Preparing a Power of Attorney Document,Check your state’s requirements,"[2, 2, 1, 1, -2]",0.6,1,1434
Paint Bamboo Furniture - Painting the Furniture, Let the spray paint dry for 30 minutes,"[1, 2, 0, 2, 2]",0.6,1,1435
Have Assault Charges Dropped - Taking Preliminary Steps, Seek legal advice,"[0, 2, 1, 1, 2]",0.6,1,1436
Find the Flashlight on an iPhone - Using Control Center,One should swipe up from the bottom edge of the screen to open Control Center on your iPhone.,"[1.0, 1.0, 1.0, 1.0, 2.0]",1.0,1,1437
Cook Freekeh - Freekeh Pilaf, Stir the herbs into the pilaf,"[1, 1, 1, 0, -1]",0.4,1,1438
Pay Your Taxes - Submitting Payment through the Mail,Verify the amount of tax that you owe,"[1, 2, 2, 2, 1]",1.0,1,1439
Strap a Thumb - Getting Ready to Strap Your Thumb,Acquaint yourself with different types of thumb straps,"[1, 0, 2, 1, 1]",0.6,1,1440
Make Soursop Juice - Mashing the Soursop, Wash the soursop under running water,"[1, 2, -1, 2, -1]",0.4,1,1441
Find Perfect Ice Skates,Consider what kind of skating you do,"[2, 0, 2, 1, 0]",0.4,1,1442
Draw Skylanders - Hex, Erase unnecessary lines,"[0, 0, 0, 0, 2]",0.6,0,1443
Peel a Pumpkin - Peeling with a Vegetable Peeler, Cut the rounded top and bottom off of the pumpkin to create flat surfaces,"[1, 2, 1, 0, 1]",0.6,1,1444
Palpate Axillary Lymph Nodes - Performing the Exam, Do the exam with 3 fingers of your dominant hand,"[1, 2, 0, 1, 0]",0.4,1,1445
Draw Skylanders - Hex," Below the circle, draw a curved spade shape for the chin and jaws","[1, 0, 1, -1, 1]",0.4,1,1446
Flat Iron Hair - Learning the Technique, Clamp the iron down,"[1, 0, 0, 1, 1]",0.4,1,1447
Build a Home Studio for Computer Based Music Recording - Building a Home Studio, Select a room in your house,"[1, 2, 0, 2, -2]",0.4,1,1448
Become a Registered Nurse - Obtaining the Correct Education and Credentials, Find a job as a nurse,"[2, 2, 2, 2, 2]",1.0,1,1449
Make a Garden Flag - Hanging Your Garden Flag, Prevent the flag from twisting and turning by weighing it down,"[-1, 1, 0, 2, 1]",0.4,1,1450
Teach Yourself to Get Up As Soon As Your Alarm Clock Goes Off - Waking Up, Start your day with physical activity,"[1, 2, 0, 1, 1]",0.6,1,1451
