,video-id,fold-ind,startphrase,sent1,sent2,gold-source,ending0,ending1,ending2,ending3,label
562,562,562,xxx,xxx,How to Glorify God (Christianity),xxx,"Take the Good News: Go into the world--first outside your gate--and teach/preach the Gospel to every creature; thus you glorify the Lord. Lift up the Lord: Lift Him up on high. Bow down: let us kneel before the LORD our Maker. Worship the Father in spirit and in truth: [not in word or deed only] for the Father seeks such to worship Him. Sing songs of his statutes in the house of your pilgrimage, and remember the name of the LORD, in the night, keeping His law. Give unto the LORD the glory due unto His name: and bring an offering when you come into His courts. Fear [revere] Him, in all your ways, and worship the LORD in the beauty of holiness. Magnify Him: Armies can't defeat Him; science can't explain Him, leaders can't ignore Him! Acknowledge Him in all your ways: New Age religion can't replace Him, and no one can ever explain Him away! Work God's Plan: The Lord is the One who shelters his own and finds them precious. Do not be slothful in business, but do all things as to the Lord, and glorify Him. Love others, especially fellow Christians: Loving others will testify to how authentic your faith is: ""By this shall you know that you are my disciples, if you love one another!"" Proclaim that Jesus Saves and that God is eternal -- and so He is outside of time constraints: God has no beginning and has no end. Be Happy. Let your light so shine before men, that they may see your good works, and glorify your Father which is in heaven. Bring glory to God by receiving the  baptism of the Holy Spirit.",xxx,xxx,xxx,0
563,563,563,xxx,xxx,How to Ride a Bike Safely - Checking your bike,xxx,Check your cycling equipment. Check the brakes. Check the bike's tires. See if the bike is the right height for you.,xxx,xxx,xxx,0
564,564,564,xxx,xxx,How to Submit a Link to a Web Directory,xxx,"Select the category that fits the website topic. After choosing the category, click the submit link button this will open a Submission request form page. After filling the form, click continue/ Submit site. Then a Message will be displayed as Link: submitted and awaiting approval. Submit another link. Finally save the URL of the page where the link will be submitted for future reference.",xxx,xxx,xxx,1
565,565,565,xxx,xxx,How to Join the American Federation of Government Employees - Using Union Benefits,xxx,Take advantage of many home benefits. Obtain health care discounts. Receive discounted legal services. Enjoy entertainment discounts. Get travel discounts. Learn about other union benefits.,xxx,xxx,xxx,0
566,566,566,xxx,xxx,How to Start a Graphic Design Business - Building Your Clientele,xxx,Develop a marketing plan that includes a strong online presence. Trust your instincts and be true to yourself. Avoid taking on clients without signed contracts.,xxx,xxx,xxx,0
567,567,567,xxx,xxx,How to Cook Hot Dogs - Frying Hot Dogs,xxx,Cut up some hot dogs. Heat some oil in a frying pan. Place the hot dog pieces in the frying pan. Turn the hot dog pieces. Drain the hot dog pieces. Serve the hot dogs.,xxx,xxx,xxx,1
568,568,568,xxx,xxx,How to Type in Korean on Android,xxx,Open an app that allows you to type. Tap the typing area. Tap the keyboard settings icon. Tap Languages. Tap ADD KEYBOARD. Scroll down and tap Korean. Select your desired layout. Tap DONE. Open the keyboard again. Tap and hold the globe key. Tap Korean.,xxx,xxx,xxx,1
569,569,569,xxx,xxx,How to Learn to Accept a Gay Marriage - Discussing Same-Sex Marriage,xxx,Discuss same-sex marriage with your loved ones and friends. Have a conversation with other people who have worked to accept same-sex marriage. Seek out other advice. Research same-sex marriage.,xxx,xxx,xxx,0
570,570,570,xxx,xxx,How to Hug Your Boyfriend - Hugging Your Boyfriend Properly,xxx,"Make sure that you look good and smell nice. Step forward and put your left arm between his right arm and side of his body. Raise your right arm and place it on the back of his neck. Gently squeeze him, and press your body against his. Hold the hug for a few seconds. Hug your boyfriend differently than you would hug your friend. Know what makes a great hug.",xxx,xxx,xxx,1
571,571,571,xxx,xxx,How to Improve Sperm Morphology - Using Nutrition,xxx,"Follow a healthy diet to get more sperm-protecting nutrients. Eat 2 to 3 servings per day of foods that are rich in Vitamin C. Vitamin C has been shown to promote the overall quality of sperm, including sperm morphology, so make sure that you eat plenty of vitamin C-rich foods every day. Consume 2 to 3 daily servings of vitamin E-rich foods. Get lycopene from 2-3 daily servings of tomatoes and tomato products. Use olive oil instead of other types of fat.",xxx,xxx,xxx,1
572,572,572,xxx,xxx,How to Make a Tight Turn Quickly in a Car - Using Your Handbrake,xxx,Practice this turn in an open space that's free of obstructions. Drive into the turn at a fast speed. Push down on the clutch while pulling on the handbrake in a manual car. Turn your wheel into the turn. Push your handbrake down and let the wheel spin in the other direction. Turn back into the direction of the turn.,xxx,xxx,xxx,1
573,573,573,xxx,xxx,How to Stretch the Calf Area of Boots - Stretching Boots with Boot Bands,xxx,Purchase 2 boot bands. Clip the pullers onto each side of your zip. Place the boot band zip next to the zip on your boot. Pull the zipper up to connect the boot band to your boot. Line up the other side of the boot band zip next to the boot zip and pull it up.,xxx,xxx,xxx,1
574,574,574,xxx,xxx,How to Learn Hypnosis - Mastering a Hypnotic Routine,xxx,Gain the other person’s attention with a story or task. Reach the person’s unconscious mind with a story. Watch for your subject’s body to relax. Direct the person’s behavior by describing a meaningful scene. Tell the subject to move again so they exit the trance.,xxx,xxx,xxx,1
575,575,575,xxx,xxx,How to Decorate a Hall for a Wedding - Hanging Decor from the Ceiling,xxx,"Set the mood of the evening with hanging lighting. Hang bunting for a classic, cheerful decor option. Criss-cross colorful paper streamers across the ceiling for a playful look. Hang flowers from the ceiling to bring the outdoors in. Drape fabric from the ceiling for a dramatic effect.",xxx,xxx,xxx,0
576,576,576,xxx,xxx,How to Fight Fast - Warming up Correctly,xxx,Put in the time. Practice some dynamic stretches. Get your head in the game. Come prepared to practice.,xxx,xxx,xxx,0
577,577,577,xxx,xxx,How to Buy Everything You Need for Your Doll - Getting the things,xxx,Ask your parents to come shopping with you when you buy all the stuff for your doll! If you want to take your doll on trips then make sure you buy a little bag to keep all the things they definitely need and a bigger bag for all their clothes. Remember to look after your doll.,xxx,xxx,xxx,0
578,578,578,xxx,xxx,How to Crack Your Upper Back - Taking Safety Precautions,xxx,See a doctor if you have persistent back pain. Do not crack your back too often. Opt for stretches over cracking you back.,xxx,xxx,xxx,0
579,579,579,xxx,xxx,How to Replace a DC Jack in a Laptop - Re-Assembly,xxx,Place motherboard in place in the chassis that it was taken from before flipping it over. Reconnect all cords to the motherboard. Screw in the fan and plug in its cord. Re-attach the face plate. Plug in the keyboard. Screw in screws to the back of the laptop. Insert DVD drive. Insert RAM cards. Insert the hard drive. Cover the RAM cards and hard drive with their respective doors and screw those in. Troubleshoot as needed:,xxx,xxx,xxx,1
580,580,580,xxx,xxx,How to Prepare the House for Christmas - Decorating the House,xxx,Put up a Christmas tree. Set out festive decorations. Make and display homemade decorations. Decorate the outside of your house.,xxx,xxx,xxx,0
581,581,581,xxx,xxx,How to Peel a Kiwi - Peeling kiwifruit with a spoon,xxx,"Cut off both ends of the kiwifruit using a serrated paring knife. Slip a spoon in between the skin and the flesh of the fruit (a tablespoon is usually a good size of spoon to use). Apply a small amount of pressure against the skin and gently turn the kiwifruit with your other hand, scooping the flesh away from the skin.",xxx,xxx,xxx,1
582,582,582,xxx,xxx,How to Uninstall Google Chrome - On Android,xxx,"Open your Android's Settings. Tap Apps. Find and select {""smallUrl"":""https:\/\/www.wikihow.com\/images\/c\/cd\/Android7chrome.png"",""bigUrl"":""https:\/\/www.wikihow.com\/images\/c\/cd\/Android7chrome.png"",""smallWidth"":460,""smallHeight"":460,""bigWidth"":760,""bigHeight"":760,""licensing"":""<div class=\""mw-parser-output\""><p>I edited this screenshot of an Android icon.\n<\/p><p>License: <a rel=\""nofollow\"" class=\""external text\"" href=\""http:\/\/en.wikipedia.org\/wiki\/Fair_use\"">Fair Use<\/a><br>\n<\/p><\/div>""} Chrome. Tap UNINSTALL. Tap UNINSTALL when prompted.",xxx,xxx,xxx,1
583,583,583,xxx,xxx,How to Use Second Chance Checking,xxx,"Learn the features, restrictions and requirements for your account. Monitor deposits, withdrawals and checks written using a checkbook register. Use your debit or ATM card with caution and in accordance with any restrictions implemented by your financial institution. Connect with your banker or customer service representative periodically.",xxx,xxx,xxx,0
584,584,584,xxx,xxx,How to Watch TV Without Cable - Cancelling Cable Contracts,xxx,"Call your cable provider before you have decided to cut the cord. Get recommendations from others who have cut the cable cord. Cancel your cable, but retain your high-speed Internet. Try streaming for at least 3 months before returning to cable. Try a new cable provider if you go back.",xxx,xxx,xxx,1
585,585,585,xxx,xxx,How to Clean an iMac Screen - Using the Right Materials,xxx,Avoid using cleaners with acetone and ammonia. Make your own cleaner using water and white vinegar. Avoid using paper towels to wipe your iMac’s screen.,xxx,xxx,xxx,0
586,586,586,xxx,xxx,How to Clean a CPAP - Cleaning Your CPAP Mask Daily,xxx,Disassemble your headgear. Hand wash the mask with soapy water. Air dry your mask after washing. Consider using CPAP mask wipes.,xxx,xxx,xxx,1
587,587,587,xxx,xxx,How to Make a Paper Hat - Making a Sailor or Alpine Hat,xxx,"Crease a rectangular sheet of paper down the middle. Fold the paper in half widthwise. Fold the top corners to the center crease. Fold 1 of the flaps along the bottom edge up. Fold the brim inwards if it is too wide for you. Flip the paper over and fold the second flap up too. Tape the corners of the brim, if desired. Open the base of the hat to put it on.",xxx,xxx,xxx,1
588,588,588,xxx,xxx,How to Keep Your Room Tidy - Organizing Your Room,xxx,Find a place for everything. Use boxes and baskets for storage. Hang up certain items. Invest in a hanging shoe rack. Clean out your closet. Tidy up drawers. Store items under your bed.,xxx,xxx,xxx,0
589,589,589,xxx,xxx,How to Write a Mission Statement - Finalizing the Statement,xxx,Get other company members involved. Test it out. Revise it when necessary.,xxx,xxx,xxx,0
590,590,590,xxx,xxx,How to Write a Good Joke - Preparing Material for Jokes,xxx,Consider interesting joke material. Research topics for different situations and audiences. Try to avoid controversial topics that might offend someone.,xxx,xxx,xxx,0
591,591,591,xxx,xxx,How to Make a Vegan Avocado Chocolate Cake,xxx,"Preheat the oven to 180ºC/350ºF. Add the flour, salt, baking powder, and baking soda to the mixing bowl. Add the ground hazelnuts. Add the vegetable oil, water, vinegar and vanilla in the other mixing bowl. Add the sugar to the bowl of wet ingredients. Pour the wet ingredients into the dry ingredients bowl. Pour the batter into the prepared cake pan. Place in the oven. Remove from the oven. Ice when cooled.",xxx,xxx,xxx,1
592,592,592,xxx,xxx,How to Apologize After a Heated Argument - Re-establishing Trust After an Argument,xxx,Acknowledge the reason that you had a fight. Include specific realizations about your behavior in conversations following an apology. Address potential causes of continued tension with your loved one. Don’t hold grudges. Commit to acting more appropriately. Give a token of apology. Consummate the apology.,xxx,xxx,xxx,1
593,593,593,xxx,xxx,How to Set Up a Commercial Kitchen - Purchase and Install Cooking Equipment,xxx,"Purchase and install an industrial range hood and H-VAC ventilation system. Purchase or lease a broiler, a gas range and oven, and an industrial salamander. Purchase optional equipment depending on the type and the size of the food service operation.",xxx,xxx,xxx,0
